"id","city","zipcode","post","county"
"2278","Imrijevci","34350","Čaglin","Požeško-slavonska"
"2279","Imsovac","43506","Dežanovac","Bjelovarsko-bilogorska"
"2280","Ipši","52427","Livade (Levade)","Istarska"
"2281","Irinovac","47246","Drežnik Grad","Karlovačka"
"2282","Islam Grčki","23420","Benkovac","Zadarska"
"2283","Islam Latinski","23242","Posedarje","Zadarska"
"2284","Ist","23293","Ist","Zadarska"
"2285","Istočni Trojvrh","47303","Josipdol","Karlovačka"
"2286","Iševnica","51301","Brod na Kupi","Primorsko-goranska"
"2287","Ivan Dolac","21465","Jelsa","Splitsko-dalmatinska"
"2288","Ivanbegovina","21262","Kamenmost","Splitsko-dalmatinska"
"2289","Ivanbrijeg","33520","Slatina","Virovitičko-podravska"
"2290","Ivančani","10344","Farkaševac","Zagrebačka"
"2291","Ivančec","48312","Rasinja","Koprivničko-križevačka"
"2292","Ivančići","10453","Gorica Svetojanska","Zagrebačka"
"2293","Ivančići Pokupski","47204","Šišljavić","Karlovačka"
"2294","Ivandol","34322","Brestovac","Požeško-slavonska"
"2295","Ivanec","42240","Ivanec","Varaždinska"
"2296","Ivanec Bistranski","10290","Zaprešić","Grad zagreb"
"2297","Ivanec Križevački","48260","Križevci","Koprivničko-križevačka"
"2298","Ivanečka Željeznica","42240","Ivanec","Varaždinska"
"2299","Ivanečki Vrhovec","42240","Ivanec","Varaždinska"
"2300","Ivanečko Naselje","42240","Ivanec","Varaždinska"
"2301","Ivanić Desinićki","49216","Desinić","Krapinsko-zagorska"
"2302","Ivanić Grad","10310","Ivanić-Grad","Zagrebačka"
"2303","Ivanić Košnički","49216","Desinić","Krapinsko-zagorska"
"2304","Ivanić Miljanski","49296","Zagorska Sela","Krapinsko-zagorska"
"2305","Ivanković Selo","47241","Cerovac Vukmanički","Karlovačka"
"2306","Ivankovo","32281","Ivankovo","Vukovarsko-srijemska"
"2307","Ivanovac","31216","Antunovac","Osječko-baranjska"
"2308","Ivanovci","31227","Zelčin","Osječko-baranjska"
"2309","Ivanovci","34350","Čaglin","Požeško-slavonska"
"2310","Ivanovci Gorjanski","31400","Đakovo","Osječko-baranjska"
"2311","Ivanovec","40000","Čakovec","Međimurska"
"2312","Ivanovo","31540","Donji Miholjac","Osječko-baranjska"
"2313","Ivanovo Polje","43500","Daruvar","Bjelovarsko-bilogorska"
"2314","Ivanovo Selo","43290","Grubišno Polje","Bjelovarsko-bilogorska"
"2315","Ivanska","43231","Ivanska","Bjelovarsko-bilogorska"
"2316","Ivanja Reka","10373","Ivanja Reka","Grad zagreb"
"2317","Ivanje","51559","Beli","Primorsko-goranska"
"2318","Ivanjski Bok","44210","Sunja","Sisačko-moslavačka"
"2319","Ivići","52448","Sveti Lovreč","Istarska"
"2320","Ivoševci","22305","Kistanje","Šibensko-kninska"
"2321","Ivošević Selo","47241","Cerovac Vukmanički","Karlovačka"
"2322","Izimje","10450","Jastrebarsko","Zagrebačka"
"2323","Jablan","51326","Vrbovsko","Primorsko-goranska"
"2324","Jablanac","53287","Jablanac","Ličko-senjska"
"2325","Jablanovec","10298","Donja Bistra","Zagrebačka"
"2326","Jabučeta","43203","Kapela","Bjelovarsko-bilogorska"
"2327","Jabuka","21240","Trilj","Splitsko-dalmatinska"
"2328","Jabuka","21485","Komiža","Splitsko-dalmatinska"
"2329","Jabukovac","44204","Jabukovac","Sisačko-moslavačka"
"2330","Jadranovo","51264","Jadranovo","Primorsko-goranska"
"2331","Jadreški","52100","Pula (Pola)","Istarska"
"2332","Jadrići","47272","Ribnik","Karlovačka"
"2333","Jadrtovac","22000","Šibenik","Šibensko-kninska"
"2334","Jadruhi","52447","Vižinada (Visinada)","Istarska"
"2335","Jagma","34551","Lipik","Požeško-slavonska"
"2336","Jagnjedovac","48000","Koprivnica","Koprivničko-križevačka"
"2337","Jagnjić Dol","10431","Sveta Nedjelja","Zagrebačka"
"2338","Jagodno","10415","Novo Čiče","Zagrebačka"
"2339","Jagodnjak","31324","Jagodnjak","Osječko-baranjska"
"2340","Jagodnje","53236","Podlapača","Ličko-senjska"
"2341","Jagrovac","47220","Vojnić","Karlovačka"
"2342","Jagrovac","47220","Vojnić","Karlovačka"
"2343","Jaguplije","34322","Brestovac","Požeško-slavonska"
"2344","Jakačići","52403","Gračišće","Istarska"
"2345","Jakačina Mala","35252","Sibinj","Brodsko-posavska"
"2346","Jakići I i II","52448","Sveti Lovreč","Istarska"
"2347","Jakomići","52333","Podpićan","Istarska"
"2348","Jakopovac","43202","Zrinski Topolovac","Bjelovarsko-bilogorska"
"2349","Jakopovec","42204","Turčin","Varaždinska"
"2350","Jakov Polje","51252","Klenovica","Primorsko-goranska"
"2351","Jakovci","34553","Bučje","Požeško-slavonska"
"2352","Jakovci","34550","Pakrac","Požeško-slavonska"
"2353","Jakovci Netretički","47271","Netretić","Karlovačka"
"2354","Jakovici","52444","Tinjan","Istarska"
"2355","Jakovlje","10297","Jakovlje","Zagrebačka"
"2356","Jakšić","34308","Jakšić","Požeško-slavonska"
"2357","Jakšići","51325","Moravice","Primorsko-goranska"
"2358","Jakšinec","49245","Gornja Stubica","Krapinsko-zagorska"
"2359","Jakuševec Zabočki","49210","Zabok","Krapinsko-zagorska"
"2360","Jales Breznički","42225","Breznički Hum","Varaždinska"
"2361","Jalkovec","42000","Varaždin","Varaždinska"
"2362","Jalševec Breški","10310","Ivanić-Grad","Zagrebačka"
"2363","Jalševec Nartski","10370","Dugo Selo","Zagrebačka"
"2364","Jalševec Svibovečki","42223","Varaždinske Toplice","Varaždinska"
"2365","Jalšje","49214","Veliko Trgovišće","Krapinsko-zagorska"
"2366","Jalšovec","40312","Štrigova","Međimurska"
"2367","Jalžabet","42203","Jalžabet","Varaždinska"
"2368","Jamarica","44321","Banova Jaruga","Sisačko-moslavačka"
"2369","Jamarje","47245","Rakovica","Karlovačka"
"2370","Jame","47240","Slunj","Karlovačka"
"2371","Jamnica Pisarovinska","10451","Pisarovina","Zagrebačka"
"2372","Jamno","42254","Trakošćan","Varaždinska"
"2373","Jančani","47251","Bosiljevo","Karlovačka"
"2374","Jankolovica","23210","Biograd na moru","Zadarska"
"2375","Jankovac","48306","Sokolovac","Koprivničko-križevačka"
"2376","Jankovo Selište","47262","Generalski Stol","Karlovačka"
"2377","Janja Gora","47304","Plaški","Karlovačka"
"2378","Janja Lipa","44321","Banova Jaruga","Sisačko-moslavačka"
"2379","Janjani","47264","Tounj","Karlovačka"
"2380","Janjevalj","51243","Tribalj","Primorsko-goranska"
"2381","Janjina","20246","Janjina","Dubrovačko-neretvanska"
"2382","Japaga","34550","Pakrac","Požeško-slavonska"
"2383","Japetić","10453","Gorica Svetojanska","Zagrebačka"
"2384","Jarčani","48260","Križevci","Koprivničko-križevačka"
"2385","Jarče Polje","47250","Duga Resa","Karlovačka"
"2386","Jarebinjak","22203","Rogoznica","Šibensko-kninska"
"2387","Jarek Bisaški","42225","Breznički Hum","Varaždinska"
"2388","Jarek Habekov","49283","Hraščina-Trgovišće","Krapinsko-zagorska"
"2389","Jargovo","51253","Bribir","Primorsko-goranska"
"2390","Jarki","42208","Cestica","Varaždinska"
"2391","Jarki Horvatićevi","42223","Varaždinske Toplice","Varaždinska"
"2392","Jarmina","32280","Jarmina","Vukovarsko-srijemska"
"2393","Jarnevići","47272","Ribnik","Karlovačka"
"2394","Jaruge","35224","Sikirevci","Brodsko-posavska"
"2395","Jarušje","10432","Bregana","Zagrebačka"
"2396","Jasenak","47314","Jasenak","Karlovačka"
"2397","Jasenaš","43532","Đulovac","Bjelovarsko-bilogorska"
"2398","Jasenice","23243","Jasenice","Zadarska"
"2399","Jasenice","20210","Cavtat","Dubrovačko-neretvanska"
"2400","Jasenik","43227","Šandrovac","Bjelovarsko-bilogorska"
"2401","Jasenovac","31309","Kneževi Vinogradi","Osječko-baranjska"
"2402","Jasenovac","44324","Jasenovac","Sisačko-moslavačka"
"2403","Jasenovčani","44210","Sunja","Sisačko-moslavačka"
"2404","Jasenovec","10363","Belovar","Grad zagreb"
"2405","Jasenovec Zagorski","49217","Krapinske Toplice","Krapinsko-zagorska"
"2406","Jasenovica","52440","Poreč (Parenzo)","Istarska"
"2407","Jasenovica","47272","Ribnik","Karlovačka"
"2408","Jasensko","21230","Sinj","Splitsko-dalmatinska"
"2409","Jasik","34350","Čaglin","Požeško-slavonska"
"2410","Jasikovac","53230","Korenica","Ličko-senjska"
"2411","Jasnić Brdo","47242","Krnjak","Karlovačka"
"2412","Jastrebarsko","10450","Jastrebarsko","Zagrebačka"
"2413","Jaškovo","47281","Mali Erjavec","Karlovačka"
"2414","Javnica","44440","Dvor","Sisačko-moslavačka"
"2415","Javor","10456","Kalje","Zagrebačka"
"2416","Javorek","10432","Bregana","Zagrebačka"
"2417","Javorje","51252","Klenovica","Primorsko-goranska"
"2418","Javorje","10291","Prigorje Brdovečko","Zagrebačka"
"2419","Javornik","44440","Dvor","Sisačko-moslavačka"
"2420","Javorovac","48325","Novigrad Podravski","Koprivničko-križevačka"
"2421","Jazavica","44323","Rajić","Sisačko-moslavačka"
"2422","Jazbina","49216","Desinić","Krapinsko-zagorska"
"2423","Jazbina Cvetlinska","42254","Trakošćan","Varaždinska"
"2424","Jazbina Višnjička","42255","Donja Višnjica","Varaždinska"
"2425","Jazvaci","47201","Draganići","Karlovačka"
"2426","Jazvenik","44273","Sela","Sisačko-moslavačka"
"2427","Jazvine","49232","Radoboj","Krapinsko-zagorska"
"2428","Jeduševac","48000","Koprivnica","Koprivničko-križevačka"
"2429","Jehnići","52440","Poreč (Parenzo)","Istarska"
"2430","Jelenščak","42220","Novi Marof","Varaždinska"
"2431","Jelenjak","49216","Desinić","Krapinsko-zagorska"
"2432","Jelenje","51218","Dražice","Primorsko-goranska"
"2433","Jelisavac","31500","Našice","Osječko-baranjska"
"2434","Jelov Klanac","47245","Rakovica","Karlovačka"
"2435","Jelovec","49282","Konjščina","Krapinsko-zagorska"
"2436","Jelovec Voćanski","42245","Donja Voća","Varaždinska"
"2437","Jelovice","52420","Buzet","Istarska"
"2438","Jelsa","21465","Jelsa","Splitsko-dalmatinska"
"2439","Jeminovac","34322","Brestovac","Požeško-slavonska"
"2440","Jerčinovići","51242","Drivenik","Primorsko-goranska"
"2441","Jerebić","10418","Dubranec","Zagrebačka"
"2442","Jerovec","42240","Ivanec","Varaždinska"
"2443","Jertovec","49282","Konjščina","Krapinsko-zagorska"
"2444","Jesenice","21314","Jesenice","Splitsko-dalmatinska"
"2445","Jesenovik","52234","Plomin","Istarska"
"2446","Jezera","22242","Jezera","Šibensko-kninska"
"2447","Jezerane","53262","Jezerane","Ličko-senjska"
"2448","Jezerce","53231","Plitvička Jezera","Ličko-senjska"
"2449","Jezerine","10454","Krašić","Zagrebačka"
"2450","Jezerišće","49225","Đurmanec","Krapinsko-zagorska"
"2451","Jezernice","10457","Sošice","Zagrebačka"
"2452","Jezero","34350","Čaglin","Požeško-slavonska"
"2453","Jezero I Dio","47304","Plaški","Karlovačka"
"2454","Jezero Klanječko","49214","Veliko Trgovišće","Krapinsko-zagorska"
"2455","Jezero Posavsko","44201","Martinska Ves","Sisačko-moslavačka"
"2456","Ježdovec","10250","Lučko","Grad zagreb"
"2457","Ježenj","52000","Pazin","Istarska"
"2458","Ježević","21236","Vrlika","Splitsko-dalmatinska"
"2459","Ježevik","35209","Bukovlje","Brodsko-posavska"
"2460","Ježevo","10370","Dugo Selo","Zagrebačka"
"2461","Ježovec","42253","Bednja","Varaždinska"
"2462","Johi","47251","Bosiljevo","Karlovačka"
"2463","Johovec","10314","Križ","Zagrebačka"
"2464","Johovo","47220","Vojnić","Karlovačka"
"2465","Josipdol","47303","Josipdol","Karlovačka"
"2466","Josipovac","31221","Josipovac","Osječko-baranjska"
"2467","Josipovac Punitovački","31424","Punitovci","Osječko-baranjska"
"2468","Josipovo","33520","Slatina","Virovitičko-podravska"
"2469","Jošan","53234","Udbina","Ličko-senjska"
"2470","Jošavica","44211","Blinjski Kut","Sisačko-moslavačka"
"2471","Joševica","44400","Glina","Sisačko-moslavačka"
"2472","Jovac","44435","Divuša","Sisačko-moslavačka"
"2473","Jovići","23248","Ražanac","Zadarska"
"2474","Jugovac","47276","Žakanje","Karlovačka"
"2475","Jugovo Polje","33412","Cabuna","Virovitičko-podravska"
"2476","Juradi","52420","Buzet","Istarska"
"2477","Jural","52352","Kanfanar","Istarska"
"2478","Jurandvor","51523","Baška","Primorsko-goranska"
"2479","Juranšćina","49254","Belec","Krapinsko-zagorska"
"2480","Jurazini","52231","Nedešćina","Istarska"
"2481","Jurcani","52448","Sveti Lovreč","Istarska"
"2482","Jurdani","51213","Jurdani","Primorsko-goranska"
"2483","Jurga","47220","Vojnić","Karlovačka"
"2484","Juricani","52470","Umag (Umago)","Istarska"
"2485","Juričići","52420","Buzet","Istarska"
"2486","Jurićev Kal","52207","Barban","Istarska"
"2487","Jurići","52341","Žminj","Istarska"
"2488","Jurići","52445","Baderna","Istarska"
"2489","Jurjevac Punitovački","31424","Punitovci","Osječko-baranjska"
"2490","Jurjevčani","10450","Jastrebarsko","Zagrebačka"
"2491","Jurjevec Začretski","49217","Krapinske Toplice","Krapinsko-zagorska"
"2492","Jurketinec","42243","Maruševec","Varaždinska"
"2493","Jurkovac","34350","Čaglin","Požeško-slavonska"
"2494","Jurkovo Selo","10455","Kostanjevac","Zagrebačka"
"2495","Jurovčak","40313","Sveti Martin na Muri","Međimurska"
"2496","Jurovec","40313","Sveti Martin na Muri","Međimurska"
"2497","Jurovo","47276","Žakanje","Karlovačka"
"2498","Jurovski Brod","47276","Žakanje","Karlovačka"
"2499","Juršići","52342","Svetvinčenat","Istarska"
"2500","Jušići","51213","Jurdani","Primorsko-goranska"
"2501","Kabal","10344","Farkaševac","Zagrebačka"
"2502","Kablar","47212","Skakavac","Karlovačka"
"2503","Kačkovec","49294","Kraljevec na Sutli","Krapinsko-zagorska"
"2504","Kadanovci","34310","Pleternica","Požeško-slavonska"
"2505","Kadina Glavica","22321","Siverić","Šibensko-kninska"
"2506","Kadumi","52440","Poreč (Parenzo)","Istarska"
"2507","Kajgana","43280","Garešnica","Bjelovarsko-bilogorska"
"2508","Kajini","52420","Buzet","Istarska"
"2509","Kakanj","22305","Kistanje","Šibensko-kninska"
"2510","Kakinac","43212","Rovišće","Bjelovarsko-bilogorska"
"2511","Kakma","23423","Polača","Zadarska"
"2512","Kalac","51417","Mošćenička Draga","Primorsko-goranska"
"2513","Kaldanija","52460","Buje (Buie)","Istarska"
"2514","Kaldir","52424","Motovun (Montana)","Istarska"
"2515","Kaldrma","23445","Srb","Zadarska"
"2516","Kalebovac","53230","Korenica","Ličko-senjska"
"2517","Kalenić","34310","Pleternica","Požeško-slavonska"
"2518","Kali","23272","Kali","Zadarska"
"2519","Kalić","51302","Kuželj","Primorsko-goranska"
"2520","Kalina","22202","Primošten","Šibensko-kninska"
"2521","Kalinovac","48361","Kalinovac","Koprivničko-križevačka"
"2522","Kalinovača","53213","Donje Pazarište","Ličko-senjska"
"2523","Kalinovica","10436","Rakov Potok","Zagrebačka"
"2524","Kalinje","10380","Sveti Ivan Zelina","Zagrebačka"
"2525","Kalnik","48269","Kalnik","Koprivničko-križevačka"
"2526","Kaluđerovac","53202","Perušić","Ličko-senjska"
"2527","Kalje","10456","Kalje","Zagrebačka"
"2528","Kamanje","47282","Kamanje","Karlovačka"
"2529","Kamen","21000","Split","Splitsko-dalmatinska"
"2530","Kamena Gorica","42220","Novi Marof","Varaždinska"
"2531","Kamenac","31309","Kneževi Vinogradi","Osječko-baranjska"
"2532","Kamenci","47285","Radatovići","Karlovačka"
"2533","Kamenica","48000","Koprivnica","Koprivničko-križevačka"
"2534","Kamenica","42250","Lepoglava","Varaždinska"
"2535","Kamenica","10346","Preseka","Zagrebačka"
"2536","Kamenica Skradnička","47264","Tounj","Karlovačka"
"2537","Kamenički Vrhovec","42250","Lepoglava","Varaždinska"
"2538","Kameničko Podgorje","42250","Lepoglava","Varaždinska"
"2539","Kamenmost","21262","Kamenmost","Splitsko-dalmatinska"
"2540","Kamenska","34322","Brestovac","Požeško-slavonska"
"2541","Kamenski Hrib","51303","Plešce","Primorsko-goranska"
"2542","Kamenski Šeovci","34322","Brestovac","Požeško-slavonska"
"2543","Kamenski Vučjak","34322","Brestovac","Požeško-slavonska"
"2544","Kamensko","51326","Vrbovsko","Primorsko-goranska"
"2545","Kamensko","47000","Karlovac","Karlovačka"
"2546","Kamensko","21246","Aržano","Splitsko-dalmatinska"
"2547","Kamenjak","51244","Grižane","Primorsko-goranska"
"2548","Kamešnica","48269","Kalnik","Koprivničko-križevačka"
"2549","Kampelje","51516","Vrbnik","Primorsko-goranska"
"2550","Kampor","51280","Rab","Primorsko-goranska"
"2551","Kanegra","52470","Umag (Umago)","Istarska"
"2552","Kanfanar","52352","Kanfanar","Istarska"
"2553","Kaniška Iva","43283","Kaniška Iva","Bjelovarsko-bilogorska"
"2554","Kaniža","42240","Ivanec","Varaždinska"
"2555","Kaniža","35254","Bebrina","Brodsko-posavska"
"2556","Kaniža Gospićka","53000","Gospić","Ličko-senjska"
"2557","Kantrovci","34330","Velika","Požeško-slavonska"
"2558","Kanjane","22321","Siverić","Šibensko-kninska"
"2559","Kaočine","22324","Drinovci","Šibensko-kninska"
"2560","Kapela","43203","Kapela","Bjelovarsko-bilogorska"
"2561","Kapela","42231","Mali Bukovec","Varaždinska"
"2562","Kapela Dvor","33406","Lukač","Virovitičko-podravska"
"2563","Kapela Kalnička","42222","Ljubeščica","Varaždinska"
"2564","Kapela Korenička","53230","Korenica","Ličko-senjska"
"2565","Kapela Ravenska","48265","Raven","Koprivničko-križevačka"
"2566","Kapelec","42243","Maruševec","Varaždinska"
"2567","Kapelica","43280","Garešnica","Bjelovarsko-bilogorska"
"2568","Kapelica","52220","Labin","Istarska"
"2569","Kapelna","31531","Viljevo","Osječko-baranjska"
"2570","Kapelski Vrh","49294","Kraljevec na Sutli","Krapinsko-zagorska"
"2571","Kapelščak","40313","Sveti Martin na Muri","Međimurska"
"2572","Kapetanovo Polje","34552","Badljevina","Požeško-slavonska"
"2573","Kapinci","33520","Slatina","Virovitičko-podravska"
"2574","Kapljuv","47222","Cetingrad","Karlovačka"
"2575","Kapovići","52448","Sveti Lovreč","Istarska"
"2576","Kaprije","22235","Kaprije","Šibensko-kninska"
"2577","Kaptol","34334","Kaptol","Požeško-slavonska"
"2578","Karadžićevo","32280","Jarmina","Vukovarsko-srijemska"
"2579","Karakašica","21230","Sinj","Splitsko-dalmatinska"
"2580","Karalić","22324","Drinovci","Šibensko-kninska"
"2581","Karanac","31315","Karanac","Osječko-baranjska"
"2582","Karane","48260","Križevci","Koprivničko-križevačka"
"2583","Karasi","47203","Rečica","Karlovačka"
"2584","Karigador","52474","Brtonigla (Verteneglio)","Istarska"
"2585","Karivaroš","49245","Gornja Stubica","Krapinsko-zagorska"
"2586","Karlobag","53288","Karlobag","Ličko-senjska"
"2587","Karlovac","47000","Karlovac","Karlovačka"
"2588","Karlovac Feričanački","33515","Orahovica","Virovitičko-podravska"
"2589","Karlovec Ludbreški","42233","Sveti Đurđ","Varaždinska"
"2590","Karlovići","52341","Žminj","Istarska"
"2591","Karojba","52423","Karojba","Istarska"
"2592","Kartalije","47220","Vojnić","Karlovačka"
"2593","Kastav","51215","Kastav","Primorsko-goranska"
"2594","Kasuni","47251","Bosiljevo","Karlovačka"
"2595","Kašćerga","52000","Pazin","Istarska"
"2596","Kašić","22213","Pirovac","Šibensko-kninska"
"2597","Kašina","10362","Kašina","Grad zagreb"
"2598","Kašinska Sopnica","10362","Kašina","Grad zagreb"
"2599","Kašljavac","43274","Severin","Bjelovarsko-bilogorska"
"2600","Kašt","47284","Kašt","Karlovačka"
"2601","Kaštel","52460","Buje (Buie)","Istarska"
"2602","Kaštel Dežanovački","43506","Dežanovac","Bjelovarsko-bilogorska"
"2603","Kaštel Gomilica","21213","Kaštel Gomilica","Splitsko-dalmatinska"
"2604","Kaštel Kambelovac","21214","Kaštel Kambelovac","Splitsko-dalmatinska"
"2605","Kaštel Lukšić","21215","Kaštel Lukšić","Splitsko-dalmatinska"
